year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-02;GCP;acct-007;dev;903.905;708.078;538.657;656.589;2.369.855;198427.35;0.0012260869565217391;0.016369565217391305;0.047443478260869566;0;23
2023-02;GCP;acct-007;prod;10.587.405;8.156.286;2.627.607;6.931.683;33.163.804;4748742.16;0.0007175824175824176;0.032126373626373626;0.07548021978021978;0;91
2023-02;GCP;acct-007;staging;1.827.294;1.454.503;842.267;1.309.728;4.712.389;412623.18;0.0011884615384615384;0.043392307692307695;0.10422692307692308;0;26
2023-02;GCP;acct-008;dev;567.746;446.767;350.216;414.768;807.183;165030.59;0.000485;0.071585;0.07678;0;20
2023-02;GCP;acct-008;prod;7.291.129;5.632.292;20.906.369.999.999.900;4.903.495;30.796.526;3658112.67;0.0008291666666666666;0.0553625;0.015375;0;72
2023-02;GCP;acct-008;staging;181.781;143.808;827.618;1.303.032;3.879.413;510417.76;0.0007764705882352942;0.06818823529411765;0.11671764705882352;0;34
2023-02;GCP;acct-009;dev;656.065;494.748;38.929;465.299;1.829.914;136033.64;0.0012823529411764706;0.07828823529411764;0.042447058823529414;0;17
2023-02;GCP;acct-009;prod;9.943.193;7.704.794;2.611.069;6.596.707;29.757.487;4528968.59;0.0006625;0.05206477272727272;0.0707159090909091;0;88
2023-02;GCP;acct-009;staging;1.776.792;1.379.054;786.271;12.383.930.000.000.000;1.068.539;48.972.347.000.000.000;0.002165625;-0.0038093749999999994;0.04680937500000001;0;32
2023-02;GCP;acct-010;dev;838.415;664.417;503.509;622.889;1.573.165;190691.06;0.0008217391304347826;-0.002191304347826088;-0.009482608695652173;0;23
2023-02;GCP;acct-010;prod;8.436.904;6.698.899;261.758;5.830.325;2.781.603;4265656.45;0.0006304878048780489;0.06643170731707317;0.04217682926829268;0;82
2023-02;GCP;acct-010;staging;1.985.768;1.523.275;785.869;1.359.715;6.303.318;532788.8;0.0011600000000000002;0.006277142857142857;0.08186285714285715;0;35
2023-03;AWS;acct-001;dev;561.664;457.183;326.086;413.896;1.267.185;117490.1;0.001107142857142857;0.043935714285714286;0.042292857142857146;0;14
2023-03;AWS;acct-001;prod;11.437.609;8.992.014;3.282.795;7.751.054;43.690.280.999.999.900;4501761.42;0.0009850574712643677;0.06891954022988506;0.04569655172413793;0;87
2023-03;AWS;acct-001;staging;2.196.358;1.713.259;1.016.628;1.467.006;6.703.537;544401.07;0.0012194444444444444;0.026850000000000002;0.016200000000000006;0;36
2023-03;AWS;acct-002;dev;511.414;406.602;298.687;38.265.499.999.999.900;18.203.879.999.999.900;145620.69;0.0013277777777777778;0.08322222222222223;0.0741;0;18
2023-03;AWS;acct-002;prod;10.654.001;8.295.553;3.553.865;725.068;34.871.875;4438189.0;0.0007894117647058824;0.08082;0.0364635294117647;0;85
2023-03;AWS;acct-002;staging;3.295.624;2.590.267;1.410.536;2.306.655;7.623.936;802116.31;0.001;0.077875;0.05010384615384615;0;52
2023-03;AWS;acct-003;dev;1.173.819;906.751;717.589;847.319;461.606;235182.12;0.0019655172413793106;0.042527586206896555;0.09297241379310345;0;29
2023-03;AWS;acct-003;prod;12.081.551;9.427.792;3.666.076;8.216.223;33.231.189;4889590.0;0.0006924731182795699;0.047324731182795704;0.051925806451612905;0;93
2023-03;AWS;acct-003;staging;2.623.537;207.653;12.044.800.000.000.000;1.837.353;8.814.177.999.999.990;619300.33;0.0014097560975609756;0.031243902439024394;0.03559268292682927;0;41
2023-03;AWS;acct-004;dev;466.455;357.165;280.823;313.536;1.057.962;107814.48;0.0010307692307692307;0.15197692307692307;0.10753846153846153;0;13
2023-03;AWS;acct-004;prod;10.561.755;8.029.097;2.881.247;6.930.523;35.861.298;4261027.93;0.0008571428571428571;0.04594166666666667;0.05215714285714285;0;84
2023-03;AWS;acct-004;staging;1.874.785;1.444.876;753.775;1.271.995;4.411.331;572804.16;0.0007833333333333334;0.11873333333333333;0.04065833333333333;0;36
2023-03;AWS;acct-005;dev;1.010.183;8.074.080.000.000.000;603.832;735.695;3.647.446;262185.47;0.00144375;0.0376625;0.039850000000000003;0;32
2023-03;AWS;acct-005;prod;12.351.228;9.400.266;3.439.842;8.081.369;32.630.894;4855225.06;0.0006652631578947369;0.02876421052631579;0.052836842105263154;0;95
2023-03;AWS;acct-005;staging;2.237.205;1.702.733;959.436;1.548.046;5.835.057;522199.47;0.0011352941176470588;0.04547058823529412;0.006179411764705883;0;34
2023-03;AWS;acct-006;dev;61.787.099.999.999.900;464.142;347.097;434.277;1.991.849;124428.04;0.0015466666666666665;-0.09259333333333333;0.07900666666666667;0;15
2023-03;AWS;acct-006;prod;11.805.825;9.161.741;3.265.426;785.831;36.035.844;5120375.87;0.000694059405940594;0.05093564356435643;0.021176237623762376;0;101
2023-03;AWS;acct-006;staging;2.569.626;2.043.932;1.213.964;1.777.793;7.771.208;574159.87;0.0013789473684210527;0.07671578947368421;0.05152894736842105;0;38
2023-03;AWS;acct-007;dev;1.037.286;812.507;60.988;742.497;4.879.007;223334.67;0.002162962962962963;0.04909259259259259;0.060281481481481484;0;27
2023-03;AWS;acct-007;prod;12.325.191;9.485.843;3.058.519;8.112.626;34.643.934;4954483.43;0.0007031250000000001;0.05566354166666667;0.004897916666666665;0;96
2023-03;AWS;acct-007;staging;222.5;1.737.295;1.012.234;1.546.261;7.418.688;568654.52;0.0014166666666666668;0.06466944444444445;0.054288888888888887;0;36
2023-03;AWS;acct-008;dev;718.119;563.658;413.591;514.792;3.295.689;159819.19;0.002095;0.102715;-0.08568;0;20
2023-03;AWS;acct-008;prod;12.495.987;9.708.898;3.326.243;8.308.656;3.759.585;5051900.91;0.0007742268041237113;0.045603092783505154;0.051482474226804124;0;97
2023-03;AWS;acct-008;staging;2.195.644;1.738.181;927.873;1.527.115;8.466.113;612638.4;0.001435897435897436;0.053879487179487186;0.10379999999999999;0;39
2023-03;AWS;acct-009;dev;1.054.047;759.491;58.311;716.996;3.075.386;237357.69;0.0012321428571428572;0.1060857142857143;0.0742142857142857;0;28
2023-03;AWS;acct-009;prod;13.548.374.000.000.000;1.045.129;3.828.578;9.001.677;45.659.396;5252039.53;0.0008826923076923076;0.03267403846153846;-0.014578846153846154;0;104
2023-03;AWS;acct-009;staging;1.952.184;146.659;905.026;1.292.473;414.048;484619.98;0.0008387096774193548;0.04797096774193548;0.036196774193548394;0;31
2023-03;AWS;acct-010;dev;717.323;555.976;399.921;511.976;4.255.356;150434.56;0.002977777777777778;0.0768388888888889;0.11625000000000002;0;18
2023-03;AWS;acct-010;prod;12.755.996;967.181;3.326.548;8.307.096;32.632.379;4934309.58;0.000658;0.041693999999999995;0.059526;0;100
2023-03;AWS;acct-010;staging;1.759.087;1.336.327;677.342;1.165.078;5.696.545;528582.22;0.0011742857142857143;0.044860000000000004;0.04530285714285714;0;35
2023-03;Azure;acct-001;dev;1.332.917;1.012.922;7.661.749.999.999.990;96.061;33.663.509.999.999.900;290524.36;0.001177142857142857;0.05781428571428571;0.14337142857142857;0;35
2023-03;Azure;acct-001;prod;11.474.039;9.043.886;3.515.183;7.864.612;27.597.613;5109258.35;0.000552;0.08364200000000001;0.010621999999999998;0;100
2023-03;Azure;acct-001;staging;3.053.575;2.387.335;1.300.331;2.019.312;9.783.239;7.099.349.400.000.000;0.0013934782608695654;0.056715217391304355;0.016789130434782605;0;46
2023-03;Azure;acct-002;dev;950.665;770.177;59.913.199.999.999.900;720.173;2.182.074;23.790.780.000.000.000;0.0009172413793103448;0.0019379310344827577;0.08686551724137931;0;29
2023-03;Azure;acct-002;prod;12.059.299;9.348.366;3.691.367;8.169.815;42.180.754;5531560.48;0.0007564814814814815;0.06845833333333333;0.04066851851851852;0;108
2023-03;Azure;acct-002;staging;211.091;1.644.571;835.947;1.422.106;5.687.517;47.888.295.999.999.900;0.0011870967741935484;0.013651612903225807;0.05571612903225807;0;31
2023-03;Azure;acct-003;dev;44.762.299.999.999.900;337.645;235.347;300.905;900.914;96474.57;0.00095;0.09213333333333333;-0.005458333333333329;0;12
2023-03;Azure;acct-003;prod;12.490.796;9.797.324;3.278.159;8.412.328;44.919.982;5143630.21;0.0008653465346534654;0.03293267326732673;0.06801287128712871;0;101
2023-03;Azure;acct-003;staging;241.333;1.825.397;942.501;1.590.804;7.659.585;581584.76;0.0012815789473684211;0.0555421052631579;0.04887894736842105;0;38
2023-03;Azure;acct-004;dev;59.716.300.000.000.000;481.243;340.429;442.114;1.636.146;170526.1;0.0009333333333333333;0.06355714285714285;0.1021047619047619;0;21
2023-03;Azure;acct-004;prod;12.814.152;10.029.002;3.430.575;8.617.011;43.285.148;5666156.07;0.000773394495412844;0.0379862385321101;0.061182568807339445;0;109
2023-03;Azure;acct-004;staging;2.542.636;1.942.639;1.088.307;1.677.586;9.465.976;617413.21;0.0015275;0.061114999999999996;0.1182925;0;40
2023-03;Azure;acct-005;dev;532.467;411.718;297.504;37.298.899.999.999.900;985.775;152527.78;0.0006368421052631579;0.08173157894736843;0.016015789473684205;0;19
2023-03;Azure;acct-005;prod;11.158.627;8.587.311;3.282.317;7.463.772;31.686.882;4950530.61;0.0006567010309278351;0.07108453608247423;0.06684639175257732;0;97
2023-03;Azure;acct-005;staging;1.759.415;137.944;722.672;1.194.172;5.128.556;479115.39;0.0010406249999999999;0.039353125;0.085365625;0;32
2023-03;Azure;acct-006;dev;1.083.618;854.684;618.574;792.915;308.738;242204.5;0.0013275862068965517;0.050544827586206896;0.04277931034482759;0;29
2023-03;Azure;acct-006;prod;8.044.135;6.419.091;24.258.950.000.000.000;5.528.339;38.680.626;3815522.38;0.00102;0.06431066666666667;0.033644;0;75
2023-03;Azure;acct-006;staging;2.760.758;2.221.465;1.230.602;2.004.056;6.943.293;624158.94;0.0011025;0.06939;0.055685000000000005;0;40
2023-03;Azure;acct-007;dev;928.857;717.009;515.468;63.800.399.999.999.900;3.540.043;206643.45;0.0016615384615384617;0.04141923076923077;0.11056923076923077;0;26
2023-03;Azure;acct-007;prod;1.222.087;9.370.207;3.548.318;8.088.742;34.946.321;5072735.19;0.0007111111111111111;0.0469969696969697;0.05963333333333333;0;99
2023-03;Azure;acct-007;staging;1.088.793;873.586;455.607;767.989;3.421.828;394983.07;0.0008799999999999999;0.015267999999999997;0.026228;0;25
2023-03;Azure;acct-008;dev;78.055;598.891;454.799;556.863;17.098.160.000.000.000;196153.3;0.0008956521739130435;-0.04491739130434782;0.08941739130434782;0;23
2023-03;Azure;acct-008;prod;1.257.305;9.648.322.000.000.000;4.073.962;8.456.386;30.601.422.000.000.000;5011611.31;0.0006319587628865979;0.07026494845360826;0.05309381443298969;0;97
2023-03;Azure;acct-008;staging;2.685.898;2.067.935;928.214;1.713.555;7.018.461;687467.46;0.0010636363636363636;0.025845454545454546;0.034525;0;44
2023-03;Azure;acct-009;dev;881.354;741.304;563.141;703.434;4.913.653;187532.78;0.0026125000000000002;0.0310375;0.11007083333333334;0;24
2023-03;Azure;acct-009;prod;9.552.651;7.394.978;2.720.955;6.407.237;22.881.053;4210727.49;0.0005329268292682927;0.04720731707317073;0.05183414634146341;0;82
2023-03;Azure;acct-009;staging;1.929.168;1.562.021;83.307;137.887;951.03;494423.89;0.0018696969696969695;0.07306666666666667;0.04287878787878788;0;33
2023-03;Azure;acct-010;dev;109.304;868.552;640.877;793.827;3.226.711;246995.55;0.00135;0.006403333333333334;0.055856666666666666;0;30
2023-03;Azure;acct-010;prod;9.787.244.000.000.000;7.453.381;2.755.422;6.515.311;21.163.544;4467694.13;0.0004770114942528736;0.0803367816091954;0.03889770114942529;0;87
2023-03;Azure;acct-010;staging;2.061.266;1.608.936;8.113.419.999.999.990;1.426.113;6.045.921;518514.27;0.0011323529411764706;0.01064411764705882;0.05848235294117647;0;34
2023-03;GCP;acct-001;dev;524.564;364.277;265.026;324.398;1.296.878;139974.06;0.0009235294117647059;0.1116;0.008929411764705878;0;17
2023-03;GCP;acct-001;prod;9.332.706;7.415.254;2.709.321;6.381.697;32.385.616;4293080.97;0.0007573170731707317;0.05523414634146342;0.08555243902439025;0;82
2023-03;GCP;acct-001;staging;2.226.724;1.754.328;1.076.471;1.558.996;5.887.992;7.426.904.299.999.990;0.0007791666666666667;0.12933541666666667;0.006750000000000002;0;48
2023-03;GCP;acct-002;dev;668.481;497.947;386.603;441.786;1.924.543;158467.37;0.0012263157894736843;0.04825263157894737;0.19671052631578947;0;19
2023-03;GCP;acct-002;prod;1.018.268;7.896.998;26.839.300.000.000.000;6.815.034;4.459.981;4452575.5;0.0010333333333333334;0.028873563218390803;0.05463908045977011;0;87
2023-03;GCP;acct-002;staging;171.375;1.366.036;728.696;1.180.237;36.801.059.999.999.900;5.440.359.400.000.000;0.0006611111111111111;0.06003888888888889;0.04373888888888889;0;36
2023-03;GCP;acct-003;dev;67.406;509.877;393.838;471.759;999.624;181961.78;0.0005681818181818183;-0.010999999999999996;0.06746818181818182;0;22
2023-03;GCP;acct-003;prod;9.828.068;7.609.302;2.355.222;642.753;23.366.765;4489716.72;0.0005295454545454545;0.05321590909090909;0.0584625;0;88
2023-03;GCP;acct-003;staging;263.76;2.015.003;1.036.435;1.760.265;16.379.751;623808.57;0.0025878048780487804;0.0638439024390244;0.04452926829268293;0;41
2023-03;GCP;acct-004;dev;868.685;689.881;485.589;624.016;331.894;24.728.302.000.000.000;0.0013066666666666667;0.08639666666666666;0.034850000000000006;0;30
2023-03;GCP;acct-004;prod;11.125.734;8.560.313;3.780.012;7.541.819;33.493.331;4750373.26;0.0006946236559139785;0.02525483870967742;0.0556010752688172;0;93
2023-03;GCP;acct-004;staging;2.229.929;1.748.757;875.573;1.506.368;463.747;604184.88;0.0007564102564102564;0.024364102564102562;0.057907692307692306;0;39
2023-03;GCP;acct-005;dev;84.41;6.526.820.000.000.000;51.427;611.621;2.456.911;200710.26;0.001208;0.052028;-0.034095999999999994;0;25
2023-03;GCP;acct-005;prod;11.363.274;9.046.328;323.282;7.820.827;30.586.217;4723782.71;0.0006473118279569892;0.04548494623655914;0.07450645161290323;0;93
2023-03;GCP;acct-005;staging;239.461;1.847.061;885.082;1.626.134;9.567.812;602801.85;0.0017131578947368422;0.04240263157894737;0.07367105263157896;0;38
2023-03;GCP;acct-006;dev;653.838;505.287;382.167;467.763;2.432.331;190589.27;0.0013086956521739129;0.046556521739130434;0.1489;0;23
2023-03;GCP;acct-006;prod;10.997.956;8.569.627;2.701.539;7.256.325;32.280.577;5266018.21;0.0006106796116504854;0.057515533980582526;0.030891262135922328;0;103
2023-03;GCP;acct-006;staging;2.243.698;1.758.424;955.116;1.564.214;6.979.627;637847.47;0.0011365853658536586;0.017436585365853657;0.030978048780487804;0;41
2023-03;GCP;acct-007;dev;408.261;312.316;24.095.399.999.999.900;297.352;1.073.976;125456.8;0.0008466666666666667;0.13026;0.13537333333333335;0;15
2023-03;GCP;acct-007;prod;1.154.492;8.968.975;3.344.977;7.805.581;31.247.502;4909152.05;0.0006377551020408163;0.04652244897959183;0.03405612244897959;0;98
2023-03;GCP;acct-007;staging;2.041.749;1.568.851;866.663;1.411.322;9.063.012;667901.59;0.001341860465116279;0.022816279069767444;0.0822093023255814;0;43
2023-03;GCP;acct-008;dev;698.365;563.595;402.431;514.644;1.574.939;173827.44;0.0009190476190476191;0.08686666666666666;0.026442857142857143;0;21
2023-03;GCP;acct-008;prod;9.267.678;7.246.678;2.751.143;629.307;30.958.814;3998650.38;0.0007730769230769231;0.062047435897435894;0.06436666666666667;0;78
2023-03;GCP;acct-008;staging;2.554.934;1.957.987;1.055.319;1.732.337;10.457.617;715810.95;0.0015152173913043478;0.057119565217391303;0.0476695652173913;0;46
2023-03;GCP;acct-009;dev;751.364;581.286;432.751;540.093;35.239.390.000.000.000;189813.04;0.0019043478260869565;-0.01978260869565217;0.030413043478260866;0;23
2023-03;GCP;acct-009;prod;11.788.466;9.088.922;3.147.776;7.874.872;25.658.254;5245509.51;0.000492156862745098;0.032372549019607844;0.005573529411764706;0;102
2023-03;GCP;acct-009;staging;21.597.560.000.000.000;1.636.338;1.065.906;1.478.416;7.188.306;581154.64;0.0012921052631578948;0.04661578947368421;0.011447368421052637;0;38
2023-03;GCP;acct-010;dev;943.615;698.472;52.283;645.625;2.837.668;220167.6;0.0012962962962962965;-0.0020555555555555557;0.027174074074074076;0;27
2023-03;GCP;acct-010;prod;10.748.816;8.178.875;2.946.496;7.093.711;42.904.499;4873536.2;0.0009180851063829787;0.08148297872340425;0.07702127659574469;0;94
2023-03;GCP;acct-010;staging;2.060.196;1.598.348;103.092;1.473.281;4.782.483;624119.59;0.0008025;0.0522775;0.04306;0;40
2023-04;AWS;acct-001;dev;938.223;722.248;506.228;671.078;2.353.515;181135.64;0.001290909090909091;0.06708181818181819;0.10554090909090909;0;22
2023-04;AWS;acct-001;prod;10.794.681;8.403.405;28.901.890.000.000.000;719.357;26.604.419;4569240.14;0.0005943181818181819;0.041345454545454546;0.10710113636363636;0;88
2023-04;AWS;acct-001;staging;3.045.227;2.378.247;1.295.458;2.060.101;11.315.345;711359.5;0.0015936170212765956;0.0071106382978723395;0.08017872340425532;0;47
2023-04;AWS;acct-002;dev;681.805;52.364.599.999.999.900;388.778;478.633;1.457.312;161997.39;0.0008947368421052633;0.09646842105263158;0.05426842105263158;0;19
2023-04;AWS;acct-002;prod;9.785.946;7.403.819;2.259.252;6.237.323;30.718.274;4148935.72;0.0007682926829268293;0.01670487804878049;0.09335243902439024;0;82
2023-04;AWS;acct-002;staging;2.200.424;1.708.089;977.536;1.465.844;5.653.918;516282.1;0.0010714285714285715;0.05065142857142857;0.042557142857142856;0;35
2023-04;AWS;acct-003;dev;633.444;50.611.599.999.999.900;371.577;455.115;864.668;13.436.391.999.999.900;0.0006529411764705882;0.10824117647058824;0.03732941176470589;0;17
2023-04;AWS;acct-003;prod;12.102.891;9.382.974;3.440.006;816.416;37.638.271.999.999.900;4720438.2;0.0008161290322580645;0.04732150537634409;0.013262365591397847;0;93
2023-04;AWS;acct-003;staging;2.099.723;1.612.785;931.771;1.410.691;6.896.487;620199.6;0.0011375;0.05885;0.027755000000000002;0;40
2023-04;AWS;acct-004;dev;765.705;62.051.700.000.000.000;47.38;576.755;2.839.037;194454.19;0.001475;0.05620833333333333;0.007562499999999997;0;24
2023-04;AWS;acct-004;prod;1.075.588;8.286.515;3.124.568;7.118.001;21.494.383;4677839.26;0.0004615384615384616;0.011872527472527473;0.027401098901098903;0;91
2023-04;AWS;acct-004;staging;2.112.225;1.632.485;910.645;1.466.652;6.302.815;550015.84;0.0010916666666666668;0.04653611111111111;0.06847222222222221;0;36
2023-04;AWS;acct-005;dev;100.134;777.634;58.686;738.576;22.937.099.999.999.900;231366.98;0.0009857142857142857;-0.002721428571428576;0.10868214285714285;0;28
2023-04;AWS;acct-005;prod;1.070.201;8.390.325;2.527.465;7.130.744;29.703.684;4183489.1;0.0007036585365853659;0.053428048780487805;0.051851219512195124;0;82
2023-04;AWS;acct-005;staging;2.746.698;2.004.662;1.172.831;1.793.001;5.852.952;601043.85;0.0009846153846153846;0.011235897435897438;0.06306923076923078;0;39
2023-04;AWS;acct-006;dev;804.867;601.903;449.027;550.747;3.368.771;171572.71;0.0019095238095238093;0.09308571428571429;0.12174761904761906;0;21
2023-04;AWS;acct-006;prod;11.978.417;9.393.876;377.674;8.187.598;39.297.479;5018104.75;0.000792929292929293;0.07243737373737374;0.05737373737373737;0;99
2023-04;AWS;acct-006;staging;202.838;1.543.612;875.105;1.410.163;49.534.569.999.999.900;509379.37;0.0009818181818181818;0.06359393939393938;0.1265060606060606;0;33
2023-04;AWS;acct-007;dev;92.18;67.045;486.483;62.896;2.337.921;184126.26;0.0012636363636363635;0.05739090909090909;0.08963181818181819;0;22
2023-04;AWS;acct-007;prod;9.691.354;7.609.861;2.757.521;6.539.569;40.860.783;4137599.47;0.0009901234567901234;0.02599259259259259;0.03752345679012345;0;81
2023-04;AWS;acct-007;staging;234.78;1.711.663;992.494;1.517.043;48.321.569.999.999.900;606374.96;0.0008025641025641026;0.059010256410256416;0.05293846153846154;0;39
2023-04;AWS;acct-008;dev;622.182;471.821;354.033;439.451;1.505.451;146255.75;0.0010444444444444444;0.0782388888888889;0.07695;0;18
2023-04;AWS;acct-008;prod;1107.37;8.744.209;3.432.395;7.595.741;37.486.781;4975019.72;0.000759375;0.030269791666666667;0.052021875;0;96
2023-04;AWS;acct-008;staging;1.818.762;1.371.746;827.961;1.195.358;7.983.498;507910.56;0.0016484848484848485;0.01413939393939394;0.09347272727272728;0;33
2023-04;AWS;acct-009;dev;723.067;555.557;390.631;51.486;1.803.363;183625.51;0.0009500000000000001;0.06919545454545455;-0.013763636363636369;0;22
2023-04;AWS;acct-009;prod;10.085.543;7.844.904;2.880.751;6.768.802.000.000.000;35.999.147.000.000.000;4027233.35;0.000879746835443038;0.07351898734177215;0.1131481012658228;0;79
2023-04;AWS;acct-009;staging;23.224.360.000.000.000;1.826.952;117.027;1.666.324;7.146.261;700733.15;0.0010333333333333334;0.05323111111111111;0.05796666666666666;0;45
2023-04;AWS;acct-010;dev;941.784;719.056;548.777;679.186;23.658.530.000.000.000;203444.57;0.00122;0.011008;0.018872;0;25
2023-04;AWS;acct-010;prod;11.776.763;8.900.187;2.975.525;7.580.893;32.483.763;4806295.66;0.0006827956989247312;0.01893225806451613;0.04975913978494624;0;93
2023-04;AWS;acct-010;staging;2.397.223;185.241;99.94;1.629.383;7.868.255;604811.56;0.0013225;0.032475;-0.016390000000000002;0;40
2023-04;Azure;acct-001;dev;94.414;777.038;586.777;709.414;1.672.506;221144.12;0.0007481481481481481;0.020607407407407408;0.02221111111111111;0;27
2023-04;Azure;acct-001;prod;9.026.655;7.165.165;307.349;6.273.502;27.727.254;3946834.71;0.0007157894736842105;0.06257368421052632;0.05780921052631578;0;76
2023-04;Azure;acct-001;staging;1.847.231;1.461.224;859.364;131.266;6.822.498;527434.88;0.001361764705882353;0.07765;0.04906470588235294;0;34
2023-04;Azure;acct-002;dev;842.606;639.912;491.517;587.694;2.081.029;184690.94;0.0011454545454545454;-0.005422727272727273;0.13702727272727275;0;22
2023-04;Azure;acct-002;prod;12.328.564;9.476.199;3.464.898;8.190.013;35.157.515;4907116.19;0.0007135416666666667;0.054408333333333336;0.04275520833333333;0;96
2023-04;Azure;acct-002;staging;2.220.806;1.726.929;965.348;1.568.411;4.557.489;596173.98;0.0007657894736842105;0.07681315789473683;0.01311578947368421;0;38
2023-04;Azure;acct-003;dev;63.189;484.048;36.629;450.277;25.410.000.000.000.000;196597.52;0.0012833333333333334;0.013391666666666668;0.07295416666666667;0;24
2023-04;Azure;acct-003;prod;9.057.347;6.933.171;273.097;5.980.423;23.366.357;4296219.25;0.0005482352941176471;0.05665058823529411;0.07032705882352941;0;85
2023-04;Azure;acct-003;staging;1.449.483;1.155.531;65.492;1.033.192;4.913.575;362662.06;0.0013391304347826088;0.06432173913043479;0.09256086956521738;0;23
2023-04;Azure;acct-004;dev;918.575;751.784;55.557.900.000.000.000;689.363;4.359.169;216017.95;0.0020037037037037037;0.004918518518518518;0.028977777777777776;0;27
2023-04;Azure;acct-004;prod;8.821.291;7.094.296;2.266.242;6.056.481;29.079.744;4308883.65;0.0007023809523809524;0.047944047619047615;0.02391309523809524;0;84
2023-04;Azure;acct-004;staging;1.939.539;156.621;83.491;1.367.003;8.266.791.000.000.000;536482.1;0.0015371428571428571;0.07099428571428572;0.10137714285714286;0;35
2023-04;Azure;acct-005;dev;668.819;505.905;374.889;467.056;2.228.028;155972.36;0.001468421052631579;0.02863684210526316;-0.03181578947368421;0;19
2023-04;Azure;acct-005;prod;10.879.446;8.380.478;3.047.386;724.409;31.566.495.999.999.900;4709812.51;0.0006978260869565219;0.04192391304347826;0.021878260869565215;0;92
2023-04;Azure;acct-005;staging;1.870.705;154.926;748.267;1.322.671;6.119.261;437094.08;0.0013793103448275863;0.044341379310344826;0.07031724137931035;0;29
2023-04;Azure;acct-006;dev;740.423;578.274;436.292;514.062;2.238.624;205028.13;0.0011279999999999999;0.043472;0.18466000000000002;0;25
2023-04;Azure;acct-006;prod;10.995.604;847.457;2.782.124;7.309.435;26.457.992;5023004.82;0.0005257731958762887;0.02782680412371134;-0.01657938144329897;0;97
2023-04;Azure;acct-006;staging;3.136.118;2.392.323;116.006;2.114.639;8.270.698;727942.49;0.0011595744680851063;0.04167021276595744;0.010329787234042551;0;47
2023-04;Azure;acct-007;dev;128.029;1.047.209;765.626;950.345;4.297.327;265394.62;0.0015875;0.063275;0.09020625;0;32
2023-04;Azure;acct-007;prod;11.989.769.000.000.000;9.450.024;3.111.135;7.978.771;34.254.039.000.000.000;5118121.19;0.0006626262626262627;0.05236565656565656;0.0235989898989899;0;99
2023-04;Azure;acct-007;staging;1.522.365;11.435.079.999.999.900;572.648;1.000.558;5.624.501;482252.21;0.001170967741935484;0.09904193548387097;0.07211290322580645;0;31
2023-04;Azure;acct-008;dev;6.663.680.000.000.000;516.681;382.299;479.382;9.659.729.999.999.990;154184.49;0.00065;0.04192777777777778;0.08567222222222222;0;18
2023-04;Azure;acct-008;prod;10.709.566;8.393.518;2.967.896;7.245.799;33.174.578;4775581.8;0.0007021505376344086;0.05290645161290323;0.07258817204301075;0;93
2023-04;Azure;acct-008;staging;159.537;119.631;63.219.699.999.999.900;1.029.033;5.307.524.999.999.990;475634.52;0.0011387096774193547;0.02548709677419355;0.00019354838709677503;0;31
2023-04;Azure;acct-009;dev;883.286;671.995;50.296;613.032;157.657;182536.97;0.0008521739130434782;0.021747826086956527;0.023643478260869565;0;23
2023-04;Azure;acct-009;prod;8.437.728;6.547.283;1.864.417;5.579.122;26.698.484;4176036.15;0.0006378048780487804;0.05595121951219512;0.07648902439024391;0;82
2023-04;Azure;acct-009;staging;2.684.636;2.090.473;1.131.915;1.859.248;4.779.936;627306.41;0.0007902439024390244;-0.00615609756097561;0.11854146341463415;0;41
2023-04;Azure;acct-010;dev;635.586;501.811;39.580.799.999.999.900;466.066;2.514.479;158434.75;0.001575;0.07456;0.07846;0;20
2023-04;Azure;acct-010;prod;10.104.013;7.885.931;2.716.689;6.708.433;30.004.888;4864509.41;0.0006139784946236559;0.03973225806451613;0.018910752688172043;0;93
2023-04;Azure;acct-010;staging;2.186.798;1.661.748;818.899;1.371.526;5.587.647;495856.75;0.0011272727272727272;0.07201212121212122;0.07937272727272728;0;33
2023-04;GCP;acct-001;dev;395.852;29.545.299.999.999.900;227.697;28.107.799.999.999.900;2.113.554;10.827.751.000.000.000;0.0018846153846153848;-0.03903076923076923;-0.02331538461538462;0;13
2023-04;GCP;acct-001;prod;11.618.995;9.089.577;3.583.905;7.917.914;38.586.144;5261690.62;0.0007495145631067962;0.07391456310679612;0.05601650485436893;0;103
2023-04;GCP;acct-001;staging;2.201.245;1.670.457;865.153;1.447.233;46.744.259.999.999.900;603021.95;0.000815;0.06159250000000001;0.0766975;0;40
2023-04;GCP;acct-002;dev;620.648;488.791;384.761;457.022;2.066.318;182145.39;0.001131818181818182;0.05380454545454545;-0.014459090909090906;0;22
2023-04;GCP;acct-002;prod;9.211.722;7.345.232;2.401.874;6.281.683;34.556.313;4402548.54;0.0008116279069767442;0.04714069767441861;0.04603837209302326;0;86
2023-04;GCP;acct-002;staging;2.443.454;1.910.416;1.062.395;1.685.967;5.882.473;785998.83;0.0007539999999999999;0.044366;0.04046;0;50
2023-04;GCP;acct-003;dev;680.325;532.012;395.637;489.492;1.438.706;184350.09;0.0007695652173913043;0.024256521739130434;0.008056521739130436;0;23
