year_month,cloud_provider,account_id,environment,total_list_cost,total_net_cost,total_on_demand_cost,total_amortized_cost,total_forecast_monthly_cost,total_budget_amount,avg_budget_utilization_pct,avg_cost_variance_7d_pct,avg_cost_variance_30d_pct,anomaly_count,row_count
2023-02,GCP,acct-010,staging,198.5768,152.3275,78.5869,135.9715,630.3318,532788.8,0.00116,0.0062771428571428,0.0818628571428571,0,35
2023-03,AWS,acct-001,dev,56.1664,45.7183,32.6086,41.3896,126.7185,117490.1,0.0011071428571428,0.0439357142857142,0.0422928571428571,0,14
2023-03,AWS,acct-001,prod,1143.7609,899.2014,328.2795,775.1054,4369.0281,4501761.42,0.0009850574712643,0.068919540229885,0.0456965517241379,0,87
2023-03,AWS,acct-001,staging,219.6358,171.3259,101.6628,146.7006,670.3537,544401.07,0.0012194444444444,0.02685,0.0162,0,36
2023-03,AWS,acct-002,dev,51.1414,40.6602,29.8687,38.2655,182.0388,145620.69,0.0013277777777777,0.0832222222222222,0.0741,0,18
2023-03,AWS,acct-002,prod,1065.4001,829.5553,355.3865,725.068,3487.1875,4438189.0,0.0007894117647058,0.08082,0.0364635294117647,0,85
2023-03,AWS,acct-002,staging,329.5624,259.0267,141.0536,230.6655,762.3936,802116.31,0.001,0.077875,0.0501038461538461,0,52
2023-03,AWS,acct-003,dev,117.3819,90.6751,71.7589,84.7319,461.606,235182.12,0.0019655172413793,0.0425275862068965,0.0929724137931034,0,29
2023-03,AWS,acct-003,prod,1208.1551,942.7792,366.6076,821.6223,3323.1189,4889590.0,0.0006924731182795,0.0473247311827957,0.0519258064516129,0,93
2023-03,AWS,acct-003,staging,262.3537,207.653,120.448,183.7353,881.4177999999999,619300.33,0.0014097560975609,0.0312439024390243,0.0355926829268292,0,41
2023-03,AWS,acct-004,dev,46.6455,35.7165,28.0823,31.3536,105.7962,107814.48,0.0010307692307692,0.151976923076923,0.1075384615384615,0,13
2023-03,AWS,acct-004,prod,1056.1755,802.9097,288.1247,693.0523,3586.1298,4261027.93,0.0008571428571428,0.0459416666666666,0.0521571428571428,0,84
2023-03,AWS,acct-004,staging,187.4785,144.4876,75.3775,127.1995,441.1331,572804.16,0.0007833333333333,0.1187333333333333,0.0406583333333333,0,36
2023-03,AWS,acct-005,dev,101.0183,80.74080000000001,60.3832,73.5695,364.7446,262185.47,0.00144375,0.0376625,0.03985,0,32
2023-03,AWS,acct-005,prod,1235.1228,940.0266,343.9842,808.1369,3263.0894,4855225.06,0.0006652631578947,0.0287642105263157,0.0528368421052631,0,95
2023-03,AWS,acct-005,staging,223.7205,170.2733,95.9436,154.8046,583.5057,522199.47,0.001135294117647,0.0454705882352941,0.0061794117647058,0,34
2023-03,AWS,acct-006,dev,61.7871,46.4142,34.7097,43.4277,199.1849,124428.04,0.0015466666666666,-0.0925933333333333,0.0790066666666666,0,15
2023-03,AWS,acct-006,prod,1180.5825,916.1741,326.5426,785.831,3603.5844,5120375.87,0.0006940594059405,0.0509356435643564,0.0211762376237623,0,101
2023-03,AWS,acct-006,staging,256.9626,204.3932,121.3964,177.7793,777.1208,574159.87,0.001378947368421,0.0767157894736842,0.051528947368421,0,38
2023-03,AWS,acct-007,dev,103.7286,81.2507,60.988,74.2497,487.9007,223334.67,0.0021629629629629,0.0490925925925925,0.0602814814814814,0,27
2023-03,AWS,acct-007,prod,1232.5191,948.5843,305.8519,811.2626,3464.3934,4954483.43,0.000703125,0.0556635416666666,0.0048979166666666,0,96
2023-03,AWS,acct-007,staging,222.5,173.7295,101.2234,154.6261,741.8688,568654.52,0.0014166666666666,0.0646694444444444,0.0542888888888888,0,36
2023-03,AWS,acct-008,dev,71.8119,56.3658,41.3591,51.4792,329.5689,159819.19,0.002095,0.102715,-0.08568,0,20
2023-03,AWS,acct-008,prod,1249.5987,970.8898,332.6243,830.8656,3759.585,5051900.91,0.0007742268041237,0.0456030927835051,0.0514824742268041,0,97
2023-03,AWS,acct-008,staging,219.5644,173.8181,92.7873,152.7115,846.6113,612638.4,0.0014358974358974,0.0538794871794871,0.1037999999999999,0,39
2023-03,AWS,acct-009,dev,105.4047,75.9491,58.311,71.6996,307.5386,237357.69,0.0012321428571428,0.1060857142857143,0.0742142857142857,0,28
2023-03,AWS,acct-009,prod,1354.8374,1045.129,382.8578,900.1677,4565.9396,5252039.53,0.0008826923076923,0.0326740384615384,-0.0145788461538461,0,104
2023-03,AWS,acct-009,staging,195.2184,146.659,90.5026,129.2473,414.048,484619.98,0.0008387096774193,0.0479709677419354,0.0361967741935483,0,31
2023-03,AWS,acct-010,dev,71.7323,55.5976,39.9921,51.1976,425.5356,150434.56,0.0029777777777777,0.0768388888888889,0.11625,0,18
2023-03,AWS,acct-010,prod,1275.5996,967.181,332.6548,830.7096,3263.2379,4934309.58,0.000658,0.0416939999999999,0.059526,0,100
2023-03,AWS,acct-010,staging,175.9087,133.6327,67.7342,116.5078,569.6545,528582.22,0.0011742857142857,0.04486,0.0453028571428571,0,35
2023-03,Azure,acct-001,dev,133.2917,101.2922,76.61749999999999,96.061,336.6351,290524.36,0.0011771428571428,0.0578142857142857,0.1433714285714285,0,35
2023-03,Azure,acct-001,prod,1147.4039,904.3886,351.5183,786.4612,2759.7613,5109258.35,0.000552,0.083642,0.0106219999999999,0,100
2023-03,Azure,acct-001,staging,305.3575,238.7335,130.0331,201.9312,978.3239,709934.9400000001,0.0013934782608695,0.0567152173913043,0.0167891304347826,0,46
2023-03,Azure,acct-002,dev,95.0665,77.0177,59.9132,72.0173,218.2074,237907.8,0.0009172413793103,0.0019379310344827,0.0868655172413793,0,29
2023-03,Azure,acct-002,prod,1205.9299,934.8366,369.1367,816.9815,4218.0754,5531560.48,0.0007564814814814,0.0684583333333333,0.0406685185185185,0,108
2023-03,Azure,acct-002,staging,211.091,164.4571,83.5947,142.2106,568.7517,478882.96,0.0011870967741935,0.0136516129032258,0.055716129032258,0,31
2023-03,Azure,acct-003,dev,44.7623,33.7645,23.5347,30.0905,90.0914,96474.57,0.00095,0.0921333333333333,-0.0054583333333333,0,12
2023-03,Azure,acct-003,prod,1249.0796,979.7324,327.8159,841.2328,4491.9982,5143630.21,0.0008653465346534,0.0329326732673267,0.0680128712871287,0,101
2023-03,Azure,acct-003,staging,241.333,182.5397,94.2501,159.0804,765.9585,581584.76,0.0012815789473684,0.0555421052631579,0.048878947368421,0,38
2023-03,Azure,acct-004,dev,59.7163,48.1243,34.0429,44.2114,163.6146,170526.1,0.0009333333333333,0.0635571428571428,0.1021047619047619,0,21
2023-03,Azure,acct-004,prod,1281.4152,1002.9002,343.0575,861.7011,4328.5148,5666156.07,0.0007733944954128,0.0379862385321101,0.0611825688073394,0,109
2023-03,Azure,acct-004,staging,254.2636,194.2639,108.8307,167.7586,946.5976,617413.21,0.0015275,0.0611149999999999,0.1182925,0,40
2023-03,Azure,acct-005,dev,53.2467,41.1718,29.7504,37.2989,98.5775,152527.78,0.0006368421052631,0.0817315789473684,0.0160157894736842,0,19
2023-03,Azure,acct-005,prod,1115.8627,858.7311,328.2317,746.3772,3168.6882,4950530.61,0.0006567010309278,0.0710845360824742,0.0668463917525773,0,97
2023-03,Azure,acct-005,staging,175.9415,137.944,72.2672,119.4172,512.8556,479115.39,0.0010406249999999,0.039353125,0.085365625,0,32
2023-03,Azure,acct-006,dev,108.3618,85.4684,61.8574,79.2915,308.738,242204.5,0.0013275862068965,0.0505448275862068,0.0427793103448275,0,29
2023-03,Azure,acct-006,prod,804.4135,641.9091,242.5895,552.8339,3868.0626,3815522.38,0.00102,0.0643106666666666,0.033644,0,75
2023-03,Azure,acct-006,staging,276.0758,222.1465,123.0602,200.4056,694.3293,624158.94,0.0011025,0.06939,0.055685,0,40
2023-03,Azure,acct-007,dev,92.8857,71.7009,51.5468,63.8004,354.0043,206643.45,0.0016615384615384,0.0414192307692307,0.1105692307692307,0,26
2023-03,Azure,acct-007,prod,1222.087,937.0207,354.8318,808.8742,3494.6321,5072735.19,0.0007111111111111,0.0469969696969697,0.0596333333333333,0,99
2023-03,Azure,acct-007,staging,108.8793,87.3586,45.5607,76.7989,342.1828,394983.07,0.0008799999999999,0.0152679999999999,0.026228,0,25
2023-03,Azure,acct-008,dev,78.055,59.8891,45.4799,55.6863,170.9816,196153.3,0.000895652173913,-0.0449173913043478,0.0894173913043478,0,23
2023-03,Azure,acct-008,prod,1257.305,964.8322,407.3962,845.6386,3060.1422,5011611.31,0.0006319587628865,0.0702649484536082,0.0530938144329896,0,97
2023-03,Azure,acct-008,staging,268.5898,206.7935,92.8214,171.3555,701.8461,687467.46,0.0010636363636363,0.0258454545454545,0.034525,0,44
2023-03,Azure,acct-009,dev,88.1354,74.1304,56.3141,70.3434,491.3653,187532.78,0.0026125,0.0310375,0.1100708333333333,0,24
2023-03,Azure,acct-009,prod,955.2651,739.4978,272.0955,640.7237,2288.1053,4210727.49,0.0005329268292682,0.0472073170731707,0.0518341463414634,0,82
2023-03,Azure,acct-009,staging,192.9168,156.2021,83.307,137.887,951.03,494423.89,0.0018696969696969,0.0730666666666666,0.0428787878787878,0,33
2023-03,Azure,acct-010,dev,109.304,86.8552,64.0877,79.3827,322.6711,246995.55,0.00135,0.0064033333333333,0.0558566666666666,0,30
2023-03,Azure,acct-010,prod,978.7244,745.3381,275.5422,651.5311,2116.3544,4467694.13,0.0004770114942528,0.0803367816091954,0.0388977011494252,0,87
2023-03,Azure,acct-010,staging,206.1266,160.8936,81.13419999999999,142.6113,604.5921,518514.27,0.0011323529411764,0.0106441176470588,0.0584823529411764,0,34
2023-03,GCP,acct-001,dev,52.4564,36.4277,26.5026,32.4398,129.6878,139974.06,0.0009235294117647,0.1116,0.0089294117647058,0,17
2023-03,GCP,acct-001,prod,933.2706,741.5254,270.9321,638.1697,3238.5616,4293080.97,0.0007573170731707,0.0552341463414634,0.0855524390243902,0,82
2023-03,GCP,acct-001,staging,222.6724,175.4328,107.6471,155.8996,588.7992,742690.4299999999,0.0007791666666666,0.1293354166666666,0.00675,0,48
2023-03,GCP,acct-002,dev,66.8481,49.7947,38.6603,44.1786,192.4543,158467.37,0.0012263157894736,0.0482526315789473,0.1967105263157894,0,19
2023-03,GCP,acct-002,prod,1018.268,789.6998,268.39300000000003,681.5034,4459.981,4452575.5,0.0010333333333333,0.0288735632183908,0.0546390804597701,0,87
2023-03,GCP,acct-002,staging,171.375,136.6036,72.8696,118.0237,368.0106,544035.9400000001,0.0006611111111111,0.0600388888888888,0.0437388888888888,0,36
2023-03,GCP,acct-003,dev,67.406,50.9877,39.3838,47.1759,99.9624,181961.78,0.0005681818181818,-0.0109999999999999,0.0674681818181818,0,22
2023-03,GCP,acct-003,prod,982.8068,760.9302,235.5222,642.753,2336.6765,4489716.72,0.0005295454545454,0.053215909090909,0.0584625,0,88
2023-03,GCP,acct-003,staging,263.76,201.5003,103.6435,176.0265,1637.9751,623808.57,0.0025878048780487,0.0638439024390244,0.0445292682926829,0,41
2023-03,GCP,acct-004,dev,86.8685,68.9881,48.5589,62.4016,331.894,247283.02,0.0013066666666666,0.0863966666666666,0.03485,0,30
2023-03,GCP,acct-004,prod,1112.5734,856.0313,378.0012,754.1819,3349.3331,4750373.26,0.0006946236559139,0.0252548387096774,0.0556010752688172,0,93
2023-03,GCP,acct-004,staging,222.9929,174.8757,87.5573,150.6368,463.747,604184.88,0.0007564102564102,0.0243641025641025,0.0579076923076923,0,39
2023-03,GCP,acct-005,dev,84.41,65.26820000000001,51.427,61.1621,245.6911,200710.26,0.001208,0.052028,-0.0340959999999999,0,25
2023-03,GCP,acct-005,prod,1136.3274,904.6328,323.282,782.0827,3058.6217,4723782.71,0.0006473118279569,0.0454849462365591,0.0745064516129032,0,93
2023-03,GCP,acct-005,staging,239.461,184.7061,88.5082,162.6134,956.7812,602801.85,0.0017131578947368,0.0424026315789473,0.0736710526315789,0,38
2023-03,GCP,acct-006,dev,65.3838,50.5287,38.2167,46.7763,243.2331,190589.27,0.0013086956521739,0.0465565217391304,0.1489,0,23
2023-03,GCP,acct-006,prod,1099.7956,856.9627,270.1539,725.6325,3228.0577,5266018.21,0.0006106796116504,0.0575155339805825,0.0308912621359223,0,103
2023-03,GCP,acct-006,staging,224.3698,175.8424,95.5116,156.4214,697.9627,637847.47,0.0011365853658536,0.0174365853658536,0.0309780487804878,0,41
2023-03,GCP,acct-007,dev,40.8261,31.2316,24.0954,29.7352,107.3976,125456.8,0.0008466666666666,0.13026,0.1353733333333333,0,15
2023-03,GCP,acct-007,prod,1154.492,896.8975,334.4977,780.5581,3124.7502,4909152.05,0.0006377551020408,0.0465224489795918,0.0340561224489795,0,98
2023-03,GCP,acct-007,staging,204.1749,156.8851,86.6663,141.1322,906.3012,667901.59,0.0013418604651162,0.0228162790697674,0.0822093023255814,0,43
2023-03,GCP,acct-008,dev,69.8365,56.3595,40.2431,51.4644,157.4939,173827.44,0.0009190476190476,0.0868666666666666,0.0264428571428571,0,21
2023-03,GCP,acct-008,prod,926.7678,724.6678,275.1143,629.307,3095.8814,3998650.38,0.0007730769230769,0.0620474358974358,0.0643666666666666,0,78
2023-03,GCP,acct-008,staging,255.4934,195.7987,105.5319,173.2337,1045.7617,715810.95,0.0015152173913043,0.0571195652173913,0.0476695652173913,0,46
2023-03,GCP,acct-009,dev,75.1364,58.1286,43.2751,54.0093,352.39390000000003,189813.04,0.0019043478260869,-0.0197826086956521,0.0304130434782608,0,23
2023-03,GCP,acct-009,prod,1178.8466,908.8922,314.7776,787.4872,2565.8254,5245509.51,0.000492156862745,0.0323725490196078,0.0055735294117647,0,102
2023-03,GCP,acct-009,staging,215.9756,163.6338,106.5906,147.8416,718.8306,581154.64,0.0012921052631578,0.0466157894736842,0.0114473684210526,0,38
2023-03,GCP,acct-010,dev,94.3615,69.8472,52.283,64.5625,283.7668,220167.6,0.0012962962962962,-0.0020555555555555,0.027174074074074,0,27
2023-03,GCP,acct-010,prod,1074.8816,817.8875,294.6496,709.3711,4290.4499,4873536.2,0.0009180851063829,0.0814829787234042,0.0770212765957446,0,94
2023-03,GCP,acct-010,staging,206.0196,159.8348,103.092,147.3281,478.2483,624119.59,0.0008025,0.0522775,0.04306,0,40
2023-04,AWS,acct-001,dev,93.8223,72.2248,50.6228,67.1078,235.3515,181135.64,0.001290909090909,0.0670818181818181,0.105540909090909,0,22
2023-04,AWS,acct-001,prod,1079.4681,840.3405,289.01890000000003,719.357,2660.4419,4569240.14,0.0005943181818181,0.0413454545454545,0.1071011363636363,0,88
2023-04,AWS,acct-001,staging,304.5227,237.8247,129.5458,206.0101,1131.5345,711359.5,0.0015936170212765,0.0071106382978723,0.0801787234042553,0,47
2023-04,AWS,acct-002,dev,68.1805,52.3646,38.8778,47.8633,145.7312,161997.39,0.0008947368421052,0.0964684210526315,0.0542684210526315,0,19
2023-04,AWS,acct-002,prod,978.5946,740.3819,225.9252,623.7323,3071.8274,4148935.72,0.0007682926829268,0.0167048780487804,0.0933524390243902,0,82
2023-04,AWS,acct-002,staging,220.0424,170.8089,97.7536,146.5844,565.3918,516282.1,0.0010714285714285,0.0506514285714285,0.0425571428571428,0,35
2023-04,AWS,acct-003,dev,63.3444,50.6116,37.1577,45.5115,86.4668,134363.91999999998,0.0006529411764705,0.1082411764705882,0.0373294117647058,0,17
2023-04,AWS,acct-003,prod,1210.2891,938.2974,344.0006,816.416,3763.8272,4720438.2,0.000816129032258,0.047321505376344,0.0132623655913978,0,93
2023-04,AWS,acct-003,staging,209.9723,161.2785,93.1771,141.0691,689.6487,620199.6,0.0011375,0.05885,0.027755,0,40
2023-04,AWS,acct-004,dev,76.5705,62.0517,47.38,57.6755,283.9037,194454.19,0.001475,0.0562083333333333,0.0075624999999999,0,24
2023-04,AWS,acct-004,prod,1075.588,828.6515,312.4568,711.8001,2149.4383,4677839.26,0.0004615384615384,0.0118725274725274,0.0274010989010989,0,91
2023-04,AWS,acct-004,staging,211.2225,163.2485,91.0645,146.6652,630.2815,550015.84,0.0010916666666666,0.0465361111111111,0.0684722222222222,0,36
2023-04,AWS,acct-005,dev,100.134,77.7634,58.686,73.8576,229.371,231366.98,0.0009857142857142,-0.0027214285714285,0.1086821428571428,0,28
2023-04,AWS,acct-005,prod,1070.201,839.0325,252.7465,713.0744,2970.3684,4183489.1,0.0007036585365853,0.0534280487804878,0.0518512195121951,0,82
2023-04,AWS,acct-005,staging,274.6698,200.4662,117.2831,179.3001,585.2952,601043.85,0.0009846153846153,0.0112358974358974,0.0630692307692307,0,39
2023-04,AWS,acct-006,dev,80.4867,60.1903,44.9027,55.0747,336.8771,171572.71,0.0019095238095238,0.0930857142857142,0.121747619047619,0,21
2023-04,AWS,acct-006,prod,1197.8417,939.3876,377.674,818.7598,3929.7479,5018104.75,0.0007929292929292,0.0724373737373737,0.0573737373737373,0,99
2023-04,AWS,acct-006,staging,202.838,154.3612,87.5105,141.0163,495.3457,509379.37,0.0009818181818181,0.0635939393939393,0.1265060606060606,0,33
2023-04,AWS,acct-007,dev,92.18,67.045,48.6483,62.896,233.7921,184126.26,0.0012636363636363,0.057390909090909,0.0896318181818181,0,22
2023-04,AWS,acct-007,prod,969.1354,760.9861,275.7521,653.9569,4086.0783,4137599.47,0.0009901234567901,0.0259925925925925,0.0375234567901234,0,81
2023-04,AWS,acct-007,staging,234.78,171.1663,99.2494,151.7043,483.2157,606374.96,0.0008025641025641,0.0590102564102564,0.0529384615384615,0,39
2023-04,AWS,acct-008,dev,62.2182,47.1821,35.4033,43.9451,150.5451,146255.75,0.0010444444444444,0.0782388888888889,0.07695,0,18
2023-04,AWS,acct-008,prod,1107.37,874.4209,343.2395,759.5741,3748.6781,4975019.72,0.000759375,0.0302697916666666,0.052021875,0,96
2023-04,AWS,acct-008,staging,181.8762,137.1746,82.7961,119.5358,798.3498,507910.56,0.0016484848484848,0.0141393939393939,0.0934727272727272,0,33
2023-04,AWS,acct-009,dev,72.3067,55.5557,39.0631,51.486,180.3363,183625.51,0.00095,0.0691954545454545,-0.0137636363636363,0,22
2023-04,AWS,acct-009,prod,1008.5543,784.4904,288.0751,676.8802000000001,3599.9147000000003,4027233.35,0.000879746835443,0.0735189873417721,0.1131481012658228,0,79
2023-04,AWS,acct-009,staging,232.2436,182.6952,117.027,166.6324,714.6261,700733.15,0.0010333333333333,0.0532311111111111,0.0579666666666666,0,45
2023-04,AWS,acct-010,dev,94.1784,71.9056,54.8777,67.9186,236.5853,203444.57,0.00122,0.011008,0.018872,0,25
2023-04,AWS,acct-010,prod,1177.6763,890.0187,297.5525,758.0893,3248.3763,4806295.66,0.0006827956989247,0.0189322580645161,0.0497591397849462,0,93
2023-04,AWS,acct-010,staging,239.7223,185.241,99.94,162.9383,786.8255,604811.56,0.0013225,0.032475,-0.01639,0,40
2023-04,Azure,acct-001,dev,94.414,77.7038,58.6777,70.9414,167.2506,221144.12,0.0007481481481481,0.0206074074074074,0.0222111111111111,0,27
2023-04,Azure,acct-001,prod,902.6655,716.5165,307.349,627.3502,2772.7254,3946834.71,0.0007157894736842,0.0625736842105263,0.0578092105263157,0,76
2023-04,Azure,acct-001,staging,184.7231,146.1224,85.9364,131.266,682.2498,527434.88,0.0013617647058823,0.07765,0.0490647058823529,0,34
2023-04,Azure,acct-002,dev,84.2606,63.9912,49.1517,58.7694,208.1029,184690.94,0.0011454545454545,-0.0054227272727272,0.1370272727272727,0,22
2023-04,Azure,acct-002,prod,1232.8564,947.6199,346.4898,819.0013,3515.7515,4907116.19,0.0007135416666666,0.0544083333333333,0.0427552083333333,0,96
2023-04,Azure,acct-002,staging,222.0806,172.6929,96.5348,156.8411,455.7489,596173.98,0.0007657894736842,0.0768131578947368,0.0131157894736842,0,38
2023-04,Azure,acct-003,dev,63.189,48.4048,36.629,45.0277,254.1,196597.52,0.0012833333333333,0.0133916666666666,0.0729541666666666,0,24
2023-04,Azure,acct-003,prod,905.7347,693.3171,273.097,598.0423,2336.6357,4296219.25,0.0005482352941176,0.0566505882352941,0.0703270588235294,0,85
2023-04,Azure,acct-003,staging,144.9483,115.5531,65.492,103.3192,491.3575,362662.06,0.0013391304347826,0.0643217391304347,0.0925608695652173,0,23
2023-04,Azure,acct-004,dev,91.8575,75.1784,55.5579,68.9363,435.9169,216017.95,0.0020037037037037,0.0049185185185185,0.0289777777777777,0,27
2023-04,Azure,acct-004,prod,882.1291,709.4296,226.6242,605.6481,2907.9744,4308883.65,0.0007023809523809,0.0479440476190476,0.0239130952380952,0,84
2023-04,Azure,acct-004,staging,193.9539,156.621,83.491,136.7003,826.6791000000001,536482.1,0.0015371428571428,0.0709942857142857,0.1013771428571428,0,35
2023-04,Azure,acct-005,dev,66.8819,50.5905,37.4889,46.7056,222.8028,155972.36,0.0014684210526315,0.0286368421052631,-0.0318157894736842,0,19
2023-04,Azure,acct-005,prod,1087.9446,838.0478,304.7386,724.409,3156.6496,4709812.51,0.0006978260869565,0.0419239130434782,0.0218782608695652,0,92
2023-04,Azure,acct-005,staging,187.0705,154.926,74.8267,132.2671,611.9261,437094.08,0.0013793103448275,0.0443413793103448,0.0703172413793103,0,29
2023-04,Azure,acct-006,dev,74.0423,57.8274,43.6292,51.4062,223.8624,205028.13,0.0011279999999999,0.043472,0.18466,0,25
2023-04,Azure,acct-006,prod,1099.5604,847.457,278.2124,730.9435,2645.7992,5023004.82,0.0005257731958762,0.0278268041237113,-0.0165793814432989,0,97
2023-04,Azure,acct-006,staging,313.6118,239.2323,116.006,211.4639,827.0698,727942.49,0.0011595744680851,0.0416702127659574,0.0103297872340425,0,47
2023-04,Azure,acct-007,dev,128.029,104.7209,76.5626,95.0345,429.7327,265394.62,0.0015875,0.063275,0.09020625,0,32
2023-04,Azure,acct-007,prod,1198.9769,945.0024,311.1135,797.8771,3425.4039,5118121.19,0.0006626262626262,0.0523656565656565,0.0235989898989899,0,99
2023-04,Azure,acct-007,staging,152.2365,114.3508,57.2648,100.0558,562.4501,482252.21,0.0011709677419354,0.0990419354838709,0.0721129032258064,0,31
2023-04,Azure,acct-008,dev,66.63680000000001,51.6681,38.2299,47.9382,96.5973,154184.49,0.00065,0.0419277777777777,0.0856722222222222,0,18
2023-04,Azure,acct-008,prod,1070.9566,839.3518,296.7896,724.5799,3317.4578,4775581.8,0.0007021505376344,0.0529064516129032,0.0725881720430107,0,93
2023-04,Azure,acct-008,staging,159.537,119.631,63.2197,102.9033,530.7524999999999,475634.52,0.0011387096774193,0.0254870967741935,0.0001935483870967,0,31
2023-04,Azure,acct-009,dev,88.3286,67.1995,50.296,61.3032,157.657,182536.97,0.0008521739130434,0.0217478260869565,0.0236434782608695,0,23
2023-04,Azure,acct-009,prod,843.7728,654.7283,186.4417,557.9122,2669.8484,4176036.15,0.0006378048780487,0.0559512195121951,0.0764890243902439,0,82
2023-04,Azure,acct-009,staging,268.4636,209.0473,113.1915,185.9248,477.9936,627306.41,0.000790243902439,-0.0061560975609756,0.1185414634146341,0,41
2023-04,Azure,acct-010,dev,63.5586,50.1811,39.5808,46.6066,251.4479,158434.75,0.001575,0.07456,0.07846,0,20
2023-04,Azure,acct-010,prod,1010.4013,788.5931,271.6689,670.8433,3000.4888,4864509.41,0.0006139784946236,0.0397322580645161,0.018910752688172,0,93
2023-04,Azure,acct-010,staging,218.6798,166.1748,81.8899,137.1526,558.7647,495856.75,0.0011272727272727,0.0720121212121212,0.0793727272727272,0,33
2023-04,GCP,acct-001,dev,39.5852,29.5453,22.7697,28.1078,211.3554,108277.51,0.0018846153846153,-0.0390307692307692,-0.0233153846153846,0,13
2023-04,GCP,acct-001,prod,1161.8995,908.9577,358.3905,791.7914,3858.6144,5261690.62,0.0007495145631067,0.0739145631067961,0.0560165048543689,0,103
2023-04,GCP,acct-001,staging,220.1245,167.0457,86.5153,144.7233,467.4426,603021.95,0.000815,0.0615925,0.0766975,0,40
2023-04,GCP,acct-002,dev,62.0648,48.8791,38.4761,45.7022,206.6318,182145.39,0.0011318181818181,0.0538045454545454,-0.0144590909090909,0,22
2023-04,GCP,acct-002,prod,921.1722,734.5232,240.1874,628.1683,3455.6313,4402548.54,0.0008116279069767,0.0471406976744186,0.0460383720930232,0,86
2023-04,GCP,acct-002,staging,244.3454,191.0416,106.2395,168.5967,588.2473,785998.83,0.0007539999999999,0.044366,0.04046,0,50
2023-04,GCP,acct-003,dev,68.0325,53.2012,39.5637,48.9492,143.8706,184350.09,0.0007695652173913,0.0242565217391304,0.0080565217391304,0,23
2023-04,GCP,acct-003,prod,1096.9305,850.4998,306.8617,738.2005,3455.7685,5078835.17,0.0007040404040404,0.0782676767676767,0.0525737373737373,0,99
2023-04,GCP,acct-003,staging,227.5972,179.4685,82.0662,155.8081,590.3281000000001,705307.39,0.0008586956521739,0.0655195652173913,0.1074891304347826,0,46
2023-04,GCP,acct-004,dev,92.3768,74.6865,56.7778,69.1668,399.6594,229422.8,0.0017137931034482,0.0738068965517241,0.1088620689655172,0,29
2023-04,GCP,acct-004,prod,859.0616,670.5568,256.0295,582.8672,2157.6125,3770626.81,0.0005743243243243,0.0488067567567567,0.0773108108108108,0,74
2023-04,GCP,acct-004,staging,282.6918,218.1512,118.1814,188.0819,930.7791,781047.56,0.001204,0.05965,0.118598,0,50
2023-04,GCP,acct-005,dev,75.8494,58.8547,43.3537,53.5398,286.0482,214389.43,0.0013538461538461,0.0341961538461538,0.0009,0,26
2023-04,GCP,acct-005,prod,1010.0755,790.8495,259.2858,679.4216,3232.3529,4720263.81,0.0006782608695652,0.0750597826086956,0.0666228260869565,0,92
2023-04,GCP,acct-005,staging,216.3725,171.0175,92.1994,149.8819,946.6291,657750.42,0.0014558139534883,0.0800813953488372,0.0542232558139534,0,43
2023-04,GCP,acct-006,dev,57.2317,42.8474,30.3818,39.4004,143.8185,146533.0,0.0009444444444444,0.0695111111111111,-0.0116444444444444,0,18
2023-04,GCP,acct-006,prod,984.6033,771.2764999999999,260.2157,666.0961,3234.3143,4479731.19,0.0007149425287356,0.0593379310344827,0.0603505747126436,0,87
2023-04,GCP,acct-006,staging,163.3523,129.5273,63.3412,113.7946,559.363,347957.24,0.0016695652173913,0.0129173913043478,0.097795652173913,0,23
2023-04,GCP,acct-007,dev,59.2809,49.6403,34.7382,45.0696,270.2233,164793.14,0.00162,0.078825,0.058055,0,20
2023-04,GCP,acct-007,prod,901.4443,697.6924,275.9623,608.7265,2086.0611,4354660.53,0.0004882352941176,0.0199117647058823,0.0033423529411764,0,85
2023-04,GCP,acct-007,staging,230.8193,185.5524,96.2299,161.7968,578.8618,631716.5,0.0009390243902439,0.0597317073170731,0.0199878048780487,0,41
2023-04,GCP,acct-008,dev,63.5274,51.0424,36.6041,46.2451,273.0933,136630.7,0.0021,-0.0010941176470588,0.0178647058823529,0,17
2023-04,GCP,acct-008,prod,1196.0178,932.4406,314.4248,797.0308,3161.2676,5424035.48,0.0005792452830188,0.0591830188679245,0.0808245283018867,0,106
2023-04,GCP,acct-008,staging,239.0069,185.5266,97.1955,166.5266,562.823,579447.41,0.0010263157894736,-0.0115578947368421,0.0479105263157894,0,38
2023-04,GCP,acct-009,dev,80.6237,58.8666,42.9709,53.0618,181.9717,197741.85,0.0009166666666666,0.0457166666666666,0.0474124999999999,0,24
2023-04,GCP,acct-009,prod,1080.1196,835.1892,324.4603,723.0704000000001,3169.2761,4970766.37,0.0006377551020408,0.024984693877551,0.0411020408163265,0,98
2023-04,GCP,acct-009,staging,219.1244,167.0221,85.0298,146.8002,707.139,554539.22,0.0012333333333333,0.0095722222222222,0.0913277777777777,0,36
2023-04,GCP,acct-010,dev,49.9534,40.1992,30.9976,38.0336,64.9305,147113.3,0.0004526315789473,-0.0143947368421052,-0.012278947368421,0,19
