date,year,month,day,day_of_week,is_month_start,is_month_end,cloud_provider,account_id,project_id,environment,business_unit,department,cost_center,region,service,resource_type,usage_quantity,usage_unit,list_cost,savings_plan_coverage_pct,reserved_instance_coverage_pct,discount_rate_pct,discount_amount,net_cost,on_demand_cost,reserved_savings,savings_plan_savings,spot_savings,amortized_cost,forecast_monthly_cost,budget_amount,budget_utilization_pct,budget_status,cost_variance_7d_pct,cost_variance_30d_pct,anomaly_score,is_anomaly,currency,tags
2023-02-01,2023,2,1,2,1,0,Azure,acct-004,project-004,prod,Engineering,BI,CC-1010,us-east-1,Networking,ObjectStorage,100.4885,GB,7.0342,0.2227,0.4021,0.3353,2.3583,4.6759,1.7546,0.302,0.1108,0.0,4.2632,4.6759,44393.65,0.0001,under,0.1557,-0.3377,0.2968,0,USD,team=BI;bu=Engineering;env=prod;provider=Azure;service=Networking
2023-02-01,2023,2,1,2,1,0,GCP,acct-004,project-005,prod,Finance,Mobile,CC-1009,ap-south-1,Serverless,ObjectStorage,30.1521,request-million,2.7137,0.5587,0.4831,0.3264,0.8857,1.828,0.0,0.1544,0.2641,0.0,1.4095,1.828,55123.79,0.0,under,-0.1676,0.118,0.2292,0,USD,team=Mobile;bu=Finance;env=prod;provider=GCP;service=Serverless
2023-02-01,2023,2,1,2,1,0,Azure,acct-004,project-006,dev,Sales,DataPlatform,CC-1004,eu-west-1,Container,DataWarehouse,25.5785,container-hours,3.0694,0.1688,0.0882,0.335,1.0283,2.0411,1.5166,0.0387,0.0645,0.0,1.9379,2.0411,8693.7,0.0002,under,-0.1774,0.3406,0.4119,0,USD,team=DataPlatform;bu=Sales;env=dev;provider=Azure;service=Container
2023-02-01,2023,2,1,2,1,0,GCP,acct-004,project-007,staging,Marketing,Security,CC-1005,ap-southeast-1,Serverless,VM,32.8079,request-million,2.9527,0.0294,0.0288,0.098,0.2895,2.6632,2.5081,0.0243,0.0186,0.0,2.6204,2.6632,15970.28,0.0002,under,0.3118,0.2997,0.4552,0,USD,team=Security;bu=Marketing;env=staging;provider=GCP;service=Serverless
2023-02-01,2023,2,1,2,1,0,AWS,acct-004,project-008,prod,HR,Security,CC-1008,us-west-2,Analytics,ObjectStorage,103.8883,query-hours,15.5832,0.2447,0.37,0.3975,6.1944,9.3888,3.618,0.6548,0.3127,0.0,8.4214,9.3888,50695.8,0.0002,under,0.0143,0.4739,0.398,0,USD,team=Security;bu=HR;env=prod;provider=AWS;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-004,project-009,prod,Marketing,WebApps,CC-1002,ap-southeast-1,Container,LambdaFunction,149.8441,container-hours,17.9813,0.317,0.1222,0.2972,5.344,12.6373,7.0867,0.2118,0.6538,0.0,11.7718,12.6373,50058.8,0.0003,under,0.0659,0.0065,0.3011,0,USD,team=WebApps;bu=Marketing;env=prod;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,Azure,acct-004,project-010,prod,Engineering,DataPlatform,CC-1007,eu-west-1,Container,ObjectStorage,75.5605,container-hours,9.0673,0.3282,0.4074,0.3173,2.877,6.1902,1.6371,0.3441,0.2974,0.0,5.5488,6.1902,54592.0,0.0001,under,0.3103,0.4182,0.3695,0,USD,team=DataPlatform;bu=Engineering;env=prod;provider=Azure;service=Container
2023-02-01,2023,2,1,2,1,0,AWS,acct-004,project-011,prod,Marketing,DataPlatform,CC-1008,us-east-1,Analytics,LambdaFunction,201.3311,query-hours,30.1997,0.6008,0.0781,0.2937,8.869,21.3307,6.8505,0.3508,1.6709,0.0,19.309,21.3307,44813.54,0.0005,under,-0.1647,0.4922,0.3728,0,USD,team=DataPlatform;bu=Marketing;env=prod;provider=AWS;service=Analytics
2023-02-01,2023,2,1,2,1,0,AWS,acct-004,project-012,staging,HR,DataPlatform,CC-1008,us-west-2,Storage,RDS,8.7121,GB-month,0.8712,0.5463,0.0428,0.0542,0.0472,0.824,0.3386,0.0036,0.1338,0.0,0.6866,0.824,17868.33,0.0,under,-0.1151,-0.2674,0.432,0,USD,team=DataPlatform;bu=HR;env=staging;provider=AWS;service=Storage
2023-02-01,2023,2,1,2,1,0,Azure,acct-004,project-013,staging,Engineering,Mobile,CC-1005,us-east-1,Database,ObjectStorage,24.8665,DB-hours,3.2326,0.5819,0.174,0.2714,0.8774,2.3553,0.575,0.0962,0.1524,0.0,2.1067,2.3553,14522.76,0.0002,under,0.2278,0.0757,0.1806,0,USD,team=Mobile;bu=Engineering;env=staging;provider=Azure;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-004,project-014,prod,Marketing,Mobile,CC-1003,ap-southeast-1,Container,NoSQL,67.5236,container-hours,8.1028,0.1609,0.5703,0.2957,2.3961,5.7067,1.5341,0.7477,0.1215,0.0,4.8375,5.7067,45984.95,0.0001,under,0.2515,0.3139,0.3185,0,USD,team=Mobile;bu=Marketing;env=prod;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,AWS,acct-004,project-015,prod,Marketing,WebApps,CC-1009,us-west-2,Storage,BlockStorage,174.4161,GB-month,17.4416,0.0591,0.2492,0.0878,1.5308,15.9108,11.0048,1.3353,0.2464,0.0,14.3291,15.9108,45507.25,0.0003,under,0.1333,-0.084,0.2295,0,USD,team=WebApps;bu=Marketing;env=prod;provider=AWS;service=Storage
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-001,prod,Finance,BI,CC-1009,us-west-2,Serverless,ObjectStorage,198.5539,request-million,17.8699,0.1564,0.4761,0.244,4.3595,13.5103,4.9654,1.1298,0.4795,0.0,11.901,13.5103,43575.05,0.0003,under,-0.2174,0.3395,0.3165,0,USD,team=BI;bu=Finance;env=prod;provider=Azure;service=Serverless
2023-02-01,2023,2,1,2,1,0,GCP,acct-005,project-002,prod,HR,WebApps,CC-1001,us-east-1,Container,RDS,106.4651,container-hours,12.7758,0.1146,0.5152,0.3849,4.9175,7.8583,2.9092,1.4084,0.2486,0.0,6.2013,7.8583,57973.16,0.0001,under,-0.1141,0.1857,0.1666,0,USD,team=WebApps;bu=HR;env=prod;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,AWS,acct-005,project-003,dev,Sales,WebApps,CC-1008,us-west-2,Analytics,LambdaFunction,24.5453,query-hours,3.6818,0.1325,0.1311,0.1957,0.7204,2.9614,2.181,0.1134,0.0561,0.0,2.7919,2.9614,9078.69,0.0003,under,0.2657,-0.3758,0.3679,0,USD,team=WebApps;bu=Sales;env=dev;provider=AWS;service=Analytics
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-004,prod,HR,Security,CC-1001,eu-central-1,Serverless,VM,37.5758,request-million,3.3818,0.5245,0.5277,0.3189,1.0784,2.3035,0.0,0.1352,0.2482,0.0,1.92,2.3035,42787.0,0.0001,under,-0.1035,-0.2782,0.2045,0,USD,team=Security;bu=HR;env=prod;provider=Azure;service=Serverless
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-005,dev,Marketing,WebApps,CC-1010,eu-west-1,Storage,BlockStorage,9.3284,GB-month,0.9328,0.0329,0.1148,0.3033,0.2829,0.6499,0.5539,0.0133,0.0033,0.0,0.6333,0.6499,7034.08,0.0001,under,0.3367,-0.1501,0.4179,0,USD,team=WebApps;bu=Marketing;env=dev;provider=Azure;service=Storage
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-006,prod,Finance,BI,CC-1009,us-east-1,Networking,BlockStorage,75.0167,GB,5.2512,0.1497,0.2502,0.3051,1.6023,3.6489,2.1894,0.2841,0.1271,0.0,3.2377,3.6489,44176.82,0.0001,under,0.2477,-0.1567,0.3471,0,USD,team=BI;bu=Finance;env=prod;provider=Azure;service=Networking
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-007,staging,Sales,BI,CC-1008,us-east-1,Compute,VM,91.6929,vCPU-hours,12.837,0.6018,0.1361,0.1349,1.7315,11.1055,2.9103,0.2261,1.6679,0.9144,8.297,11.1055,17718.61,0.0006,under,0.0218,-0.0419,0.084,0,USD,team=BI;bu=Sales;env=staging;provider=Azure;service=Compute
2023-02-01,2023,2,1,2,1,0,GCP,acct-005,project-008,staging,Marketing,DataPlatform,CC-1007,eu-west-1,Networking,BlockStorage,57.0361,GB,3.9925,0.394,0.1391,0.3656,1.4596,2.5329,1.1827,0.1228,0.1136,0.0,2.2965,2.5329,15604.32,0.0002,under,-0.1595,-0.376,0.2736,0,USD,team=DataPlatform;bu=Marketing;env=staging;provider=GCP;service=Networking
2023-02-01,2023,2,1,2,1,0,Azure,acct-005,project-009,dev,Marketing,BI,CC-1007,eu-west-1,Analytics,VM,40.9104,query-hours,6.1366,0.0543,0.0956,0.1269,0.7789,5.3577,4.5549,0.1095,0.0646,0.0,5.1836,5.3577,9009.2,0.0006,under,0.217,0.4409,0.5762,0,USD,team=BI;bu=Marketing;env=dev;provider=Azure;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-005,project-010,staging,Marketing,DataPlatform,CC-1006,ap-south-1,Serverless,RDS,43.1244,request-million,3.8812,0.3307,0.1284,0.1678,0.6511,3.2301,1.7471,0.0834,0.1794,0.0,2.9673,3.2301,17398.75,0.0002,under,0.1702,0.1894,0.2875,0,USD,team=DataPlatform;bu=Marketing;env=staging;provider=GCP;service=Serverless
2023-02-01,2023,2,1,2,1,0,GCP,acct-005,project-011,prod,Engineering,WebApps,CC-1004,eu-central-1,Serverless,BlockStorage,190.4121,request-million,17.1371,0.1328,0.4529,0.3155,5.4061,11.731,4.8604,0.7265,0.223,0.0,10.7815,11.731,59650.83,0.0002,under,0.1182,0.4336,0.277,0,USD,team=WebApps;bu=Engineering;env=prod;provider=GCP;service=Serverless
2023-02-01,2023,2,1,2,1,0,AWS,acct-005,project-012,prod,Sales,Security,CC-1007,us-east-1,Compute,RDS,113.2584,vCPU-hours,15.8562,0.4228,0.1692,0.2389,3.7879,12.0683,4.9243,0.5864,0.5446,0.0,10.9373,12.0683,51186.91,0.0002,under,0.277,0.1937,0.3035,0,USD,team=Security;bu=Sales;env=prod;provider=AWS;service=Compute
2023-02-01,2023,2,1,2,1,0,AWS,acct-005,project-013,prod,HR,DataPlatform,CC-1009,eu-central-1,Serverless,LoadBalancer,151.6059,request-million,13.6445,0.4067,0.0116,0.0761,1.0378,12.6068,7.3333,0.0419,1.4331,0.0,11.1318,12.6068,46443.68,0.0003,under,0.0646,-0.3875,0.2476,0,USD,team=DataPlatform;bu=HR;env=prod;provider=AWS;service=Serverless
2023-02-01,2023,2,1,2,1,0,GCP,acct-005,project-014,dev,HR,WebApps,CC-1005,eu-west-1,Networking,RDS,14.2119,GB,0.9948,0.0509,0.0892,0.3406,0.3388,0.656,0.5641,0.0175,0.0056,0.0,0.6329,0.656,8412.47,0.0001,under,0.1713,0.3153,0.4536,0,USD,team=WebApps;bu=HR;env=dev;provider=GCP;service=Networking
2023-02-01,2023,2,1,2,1,0,AWS,acct-005,project-015,prod,Marketing,WebApps,CC-1010,us-east-1,Storage,BlockStorage,121.2038,GB-month,12.1204,0.5851,0.5205,0.3614,4.3798,7.7406,0.0,1.1742,0.8244,0.0,5.7419,7.7406,55513.64,0.0001,under,0.2608,-0.1649,0.2342,0,USD,team=WebApps;bu=Marketing;env=prod;provider=AWS;service=Storage
2023-02-01,2023,2,1,2,1,0,Azure,acct-006,project-001,prod,Engineering,DataPlatform,CC-1006,us-west-2,Analytics,RDS,83.1317,query-hours,12.4697,0.5722,0.5863,0.1316,1.6416,10.8281,0.0,1.5921,1.6451,0.0,7.591,10.8281,44927.96,0.0002,under,-0.2244,0.4841,0.3851,0,USD,team=DataPlatform;bu=Engineering;env=prod;provider=Azure;service=Analytics
2023-02-01,2023,2,1,2,1,0,AWS,acct-006,project-002,staging,Finance,WebApps,CC-1005,us-west-2,Analytics,LoadBalancer,78.7906,query-hours,11.8186,0.0662,0.1323,0.1072,1.2667,10.5519,8.4566,0.2407,0.0875,0.0,10.2237,10.5519,17618.2,0.0006,under,0.3287,-0.0947,0.4481,0,USD,team=WebApps;bu=Finance;env=staging;provider=AWS;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-003,prod,HR,Mobile,CC-1007,ap-southeast-1,Database,LoadBalancer,77.7449,DB-hours,10.1068,0.4152,0.4283,0.1249,1.2626,8.8443,1.3839,0.5633,0.9925,0.0,7.2885,8.8443,47396.16,0.0002,under,-0.1029,0.1735,0.2746,0,USD,team=Mobile;bu=HR;env=prod;provider=GCP;service=Database
2023-02-01,2023,2,1,2,1,0,Azure,acct-006,project-004,prod,Sales,Security,CC-1008,eu-central-1,Database,RDS,41.1779,DB-hours,5.3531,0.1424,0.0925,0.2544,1.3617,3.9914,3.0539,0.0921,0.0999,0.0,3.7994,3.9914,47362.04,0.0001,under,-0.1057,-0.3457,0.3288,0,USD,team=Security;bu=Sales;env=prod;provider=Azure;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-005,staging,Marketing,DataPlatform,CC-1008,us-east-1,Database,RDS,49.5131,DB-hours,6.4367,0.2947,0.07,0.3812,2.4537,3.983,2.5306,0.0668,0.1643,0.0,3.7518,3.983,16802.21,0.0002,under,0.3119,-0.1746,0.2892,0,USD,team=DataPlatform;bu=Marketing;env=staging;provider=GCP;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-006,staging,Engineering,Security,CC-1001,eu-central-1,Analytics,BlockStorage,50.4977,query-hours,7.5747,0.4252,0.0199,0.2183,1.6532,5.9215,3.2856,0.0404,0.5826,0.0,5.2985,5.9215,14257.47,0.0004,under,-0.2175,0.2507,0.4733,0,USD,team=Security;bu=Engineering;env=staging;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-007,prod,Marketing,BI,CC-1006,us-east-1,Serverless,KubernetesCluster,161.7762,request-million,14.5599,0.3326,0.3056,0.1572,2.2891,12.2707,4.4398,1.2992,0.7065,0.0,10.265,12.2707,43273.33,0.0003,under,0.0855,-0.0105,0.2508,0,USD,team=BI;bu=Marketing;env=prod;provider=GCP;service=Serverless
2023-02-01,2023,2,1,2,1,0,AWS,acct-006,project-008,prod,HR,BI,CC-1002,ap-south-1,Networking,KubernetesCluster,65.3136,GB,4.572,0.3444,0.5873,0.1694,0.7743,3.7977,0.2594,0.3439,0.1514,0.0,3.3024,3.7977,45083.93,0.0001,under,0.3113,0.0206,0.3391,0,USD,team=BI;bu=HR;env=prod;provider=AWS;service=Networking
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-009,prod,Sales,Security,CC-1010,ap-southeast-1,Database,LoadBalancer,25.7006,DB-hours,3.3411,0.5496,0.0358,0.3271,1.0929,2.2481,0.9321,0.0111,0.2767,0.0,1.9603,2.2481,57942.9,0.0,under,-0.1602,0.0084,0.1717,0,USD,team=Security;bu=Sales;env=prod;provider=GCP;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-010,prod,Sales,BI,CC-1009,us-east-1,Storage,LambdaFunction,186.8542,GB-month,18.6854,0.2146,0.0605,0.1508,2.8171,15.8683,11.5023,0.1839,0.5264,0.0,15.158,15.8683,57460.85,0.0003,under,0.2676,0.3268,0.4372,0,USD,team=BI;bu=Sales;env=prod;provider=GCP;service=Storage
2023-02-01,2023,2,1,2,1,0,AWS,acct-006,project-011,prod,HR,Mobile,CC-1009,ap-south-1,Serverless,LambdaFunction,42.7027,request-million,3.8432,0.679,0.2641,0.2573,0.989,2.8543,0.1623,0.1434,0.357,0.0,2.3538,2.8543,49184.47,0.0001,under,-0.1671,0.1459,0.4499,0,USD,team=Mobile;bu=HR;env=prod;provider=AWS;service=Serverless
2023-02-01,2023,2,1,2,1,0,Azure,acct-006,project-012,prod,Marketing,DataPlatform,CC-1009,eu-west-1,Database,NoSQL,54.1893,DB-hours,7.0446,0.2881,0.4534,0.3878,2.7317,4.3129,1.1147,0.4807,0.2428,0.0,3.5894,4.3129,59737.4,0.0001,under,0.2233,0.0359,0.152,0,USD,team=DataPlatform;bu=Marketing;env=prod;provider=Azure;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-013,prod,Sales,BI,CC-1009,us-west-2,Analytics,NoSQL,167.9118,query-hours,25.1868,0.0688,0.3485,0.0923,2.3239,22.8629,13.3219,1.5255,0.3781,0.0,20.9594,22.8629,49443.5,0.0005,under,0.1704,-0.2702,0.3786,0,USD,team=BI;bu=Sales;env=prod;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,AWS,acct-006,project-014,prod,HR,DataPlatform,CC-1007,ap-southeast-1,Storage,LoadBalancer,162.9361,GB-month,16.2936,0.6229,0.0531,0.3706,6.0383,10.2553,3.3222,0.126,0.8192,0.0,9.3101,10.2553,49581.02,0.0002,under,-0.0948,0.3248,0.431,0,USD,team=DataPlatform;bu=HR;env=prod;provider=AWS;service=Storage
2023-02-01,2023,2,1,2,1,0,GCP,acct-006,project-015,dev,Finance,Security,CC-1004,eu-central-1,Container,KubernetesCluster,24.5355,container-hours,2.9443,0.0312,0.0914,0.0713,0.2098,2.7345,2.3992,0.0648,0.0114,0.0,2.6583,2.7345,8733.69,0.0003,under,0.2721,0.1559,0.4068,0,USD,team=Security;bu=Finance;env=dev;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-001,prod,Finance,DataPlatform,CC-1005,us-east-1,Compute,DataWarehouse,37.3398,vCPU-hours,5.2276,0.642,0.5087,0.1579,0.8255,4.4021,0.0,0.7761,0.2978,0.0,3.3283,4.4021,43055.12,0.0001,under,0.0307,0.3896,0.2652,0,USD,team=DataPlatform;bu=Finance;env=prod;provider=Azure;service=Compute
2023-02-01,2023,2,1,2,1,0,AWS,acct-007,project-002,prod,Marketing,Mobile,CC-1004,eu-west-1,Networking,DataWarehouse,208.4219,GB,14.5895,0.4608,0.0118,0.276,4.0266,10.563,5.5705,0.0144,0.6255,0.0,9.923,10.563,46030.65,0.0002,under,-0.2149,-0.0414,0.316,0,USD,team=Mobile;bu=Marketing;env=prod;provider=AWS;service=Networking
2023-02-01,2023,2,1,2,1,0,AWS,acct-007,project-003,prod,HR,Mobile,CC-1007,ap-south-1,Database,LoadBalancer,82.3776,DB-hours,10.7091,0.1773,0.1034,0.1869,2.0015,8.7076,6.264,0.3023,0.3608,0.0,8.0445,8.7076,44510.5,0.0002,under,0.2743,0.3275,0.5902,0,USD,team=Mobile;bu=HR;env=prod;provider=AWS;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-007,project-004,prod,Finance,DataPlatform,CC-1002,us-east-1,Analytics,VM,167.7105,query-hours,25.1566,0.6362,0.5814,0.26,6.5396,18.617,0.0,3.5354,2.5598,0.0,12.5218,18.617,53734.07,0.0003,under,-0.037,0.4915,0.3749,0,USD,team=DataPlatform;bu=Finance;env=prod;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-005,prod,HR,Security,CC-1003,ap-south-1,Container,ObjectStorage,186.8508,container-hours,22.4221,0.5373,0.0344,0.2778,6.2295,16.1926,6.9358,0.1467,2.5266,0.0,13.5192,16.1926,45365.48,0.0004,under,0.234,0.0563,0.1996,0,USD,team=Security;bu=HR;env=prod;provider=Azure;service=Container
2023-02-01,2023,2,1,2,1,0,GCP,acct-007,project-006,prod,Finance,BI,CC-1009,eu-west-1,Compute,DataWarehouse,75.73,vCPU-hours,10.6022,0.3099,0.1137,0.0877,0.93,9.6722,5.5748,0.1577,0.5035,0.0,9.011,9.6722,48255.76,0.0002,under,-0.167,0.0189,0.2955,0,USD,team=BI;bu=Finance;env=prod;provider=GCP;service=Compute
2023-02-01,2023,2,1,2,1,0,AWS,acct-007,project-007,prod,Sales,BI,CC-1008,ap-southeast-1,Analytics,VM,47.3049,query-hours,7.0957,0.6825,0.5083,0.2968,2.1061,4.9897,0.0,0.6091,0.7167,0.0,3.6639,4.9897,54736.57,0.0001,under,0.0682,0.304,0.3267,0,USD,team=BI;bu=Sales;env=prod;provider=AWS;service=Analytics
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-008,dev,HR,BI,CC-1001,ap-southeast-1,Analytics,NoSQL,32.4004,query-hours,4.8601,0.272,0.0686,0.3769,1.8319,3.0282,1.9967,0.0516,0.2031,0.0,2.7735,3.0282,8098.38,0.0004,under,0.1344,0.0853,0.1838,0,USD,team=BI;bu=HR;env=dev;provider=Azure;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-007,project-009,staging,Sales,BI,CC-1007,ap-southeast-1,Analytics,NoSQL,79.8093,query-hours,11.9714,0.1317,0.0218,0.1505,1.8012,10.1702,8.6096,0.0247,0.3099,0.0,9.8356,10.1702,17030.79,0.0006,under,0.274,0.4944,0.6194,0,USD,team=BI;bu=Sales;env=staging;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-010,staging,Finance,Mobile,CC-1004,eu-central-1,Analytics,LoadBalancer,54.2306,query-hours,8.1346,0.1988,0.0211,0.1788,1.4542,6.6803,5.2113,0.0256,0.1993,0.0,6.4554,6.6803,13948.91,0.0005,under,0.3458,-0.0454,0.5232,0,USD,team=Mobile;bu=Finance;env=staging;provider=Azure;service=Analytics
2023-02-01,2023,2,1,2,1,0,AWS,acct-007,project-011,prod,Finance,Security,CC-1007,eu-west-1,Networking,ObjectStorage,169.1403,GB,11.8398,0.4734,0.327,0.2064,2.4436,9.3962,1.8753,0.834,0.9085,0.0,7.6538,9.3962,42922.46,0.0002,under,0.0723,0.4365,0.4984,0,USD,team=Security;bu=Finance;env=prod;provider=AWS;service=Networking
2023-02-01,2023,2,1,2,1,0,AWS,acct-007,project-012,dev,Finance,WebApps,CC-1005,eu-west-1,Networking,BlockStorage,57.8008,GB,4.0461,0.1654,0.1381,0.3144,1.2721,2.774,1.9322,0.1311,0.0706,0.0,2.5723,2.774,7463.52,0.0004,under,0.2233,-0.3213,0.2782,0,USD,team=WebApps;bu=Finance;env=dev;provider=AWS;service=Networking
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-013,staging,Engineering,DataPlatform,CC-1004,us-east-1,Analytics,LoadBalancer,49.9759,query-hours,7.4964,0.0264,0.1237,0.1524,1.1424,6.354,5.4003,0.2339,0.0289,0.0,6.0912,6.354,14213.3,0.0004,under,-0.1108,0.0871,0.3712,0,USD,team=DataPlatform;bu=Engineering;env=staging;provider=Azure;service=Analytics
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-014,prod,Engineering,Mobile,CC-1001,eu-west-1,Database,RDS,52.7458,DB-hours,6.8569,0.4932,0.5171,0.2581,1.7697,5.0873,0.0,0.8624,0.4554,0.0,3.7694,5.0873,59876.71,0.0001,under,0.3168,-0.3885,0.4131,0,USD,team=Mobile;bu=Engineering;env=prod;provider=Azure;service=Database
2023-02-01,2023,2,1,2,1,0,Azure,acct-007,project-015,dev,Engineering,Security,CC-1009,eu-west-1,Networking,LambdaFunction,56.5637,GB,3.9595,0.0859,0.1762,0.0545,0.2158,3.7436,2.7625,0.1497,0.0777,0.0,3.5163,3.7436,9341.32,0.0004,under,-0.1678,0.3453,0.402,0,USD,team=Security;bu=Engineering;env=dev;provider=Azure;service=Networking
2023-02-01,2023,2,1,2,1,0,GCP,acct-008,project-001,prod,HR,BI,CC-1005,us-west-2,Storage,RDS,87.4478,GB-month,8.7448,0.1157,0.3914,0.2275,1.9894,6.7554,3.33,0.3737,0.1713,0.0,6.2105,6.7554,48292.3,0.0001,under,-0.0526,-0.3133,0.3853,0,USD,team=BI;bu=HR;env=prod;provider=GCP;service=Storage
2023-02-01,2023,2,1,2,1,0,GCP,acct-008,project-002,staging,Finance,BI,CC-1009,eu-west-1,Container,VM,6.2485,container-hours,0.7498,0.4755,0.0781,0.2591,0.1943,0.5555,0.248,0.0094,0.0758,0.0,0.4703,0.5555,13252.16,0.0,under,0.1161,0.4574,0.2979,0,USD,team=BI;bu=Finance;env=staging;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,Azure,acct-008,project-003,staging,Finance,DataPlatform,CC-1002,ap-southeast-1,Serverless,BlockStorage,87.5159,request-million,7.8764,0.1308,0.1382,0.3074,2.4214,5.4551,3.9874,0.1454,0.1272,0.0,5.1825,5.4551,13358.43,0.0004,under,0.1063,0.1254,0.1155,0,USD,team=DataPlatform;bu=Finance;env=staging;provider=Azure;service=Serverless
2023-02-01,2023,2,1,2,1,0,AWS,acct-008,project-004,staging,Marketing,Security,CC-1008,ap-southeast-1,Serverless,KubernetesCluster,83.3446,request-million,7.501,0.5661,0.0076,0.1547,1.1601,6.3409,2.7033,0.0065,0.4266,0.0,5.9078,6.3409,17227.62,0.0004,under,0.3084,-0.1042,0.2466,0,USD,team=Security;bu=Marketing;env=staging;provider=AWS;service=Serverless
2023-02-01,2023,2,1,2,1,0,Azure,acct-008,project-005,prod,HR,Security,CC-1010,ap-southeast-1,Database,BlockStorage,82.5584,DB-hours,10.7326,0.1755,0.4029,0.2042,2.1913,8.5412,3.6011,0.8093,0.2591,0.0,7.4729,8.5412,58347.23,0.0001,under,0.1053,0.3601,0.2889,0,USD,team=Security;bu=HR;env=prod;provider=Azure;service=Database
2023-02-01,2023,2,1,2,1,0,GCP,acct-008,project-006,prod,Engineering,DataPlatform,CC-1003,us-east-1,Container,BlockStorage,13.7222,container-hours,1.6467,0.6911,0.3766,0.1766,0.2908,1.3559,0.0,0.1632,0.0947,0.0,1.098,1.3559,52463.66,0.0,under,0.0372,-0.3061,0.2354,0,USD,team=DataPlatform;bu=Engineering;env=prod;provider=GCP;service=Container
2023-02-01,2023,2,1,2,1,0,AWS,acct-008,project-007,prod,HR,Mobile,CC-1008,eu-central-1,Storage,NoSQL,65.0009,GB-month,6.5001,0.2229,0.5069,0.3829,2.489,4.0111,1.0838,0.6101,0.2342,0.0,3.1669,4.0111,45205.87,0.0001,under,0.3491,0.3382,0.4054,0,USD,team=Mobile;bu=HR;env=prod;provider=AWS;service=Storage
2023-02-01,2023,2,1,2,1,0,Azure,acct-008,project-008,dev,Finance,DataPlatform,CC-1003,ap-southeast-1,Container,LambdaFunction,13.9333,container-hours,1.672,0.0016,0.1864,0.2218,0.3709,1.3011,1.0564,0.027,0.0006,0.0,1.2735,1.3011,8715.05,0.0001,under,-0.0996,-0.282,0.2934,0,USD,team=DataPlatform;bu=Finance;env=dev;provider=Azure;service=Container
2023-02-01,2023,2,1,2,1,0,GCP,acct-008,project-009,dev,Engineering,BI,CC-1009,eu-central-1,Analytics,LoadBalancer,22.2101,query-hours,3.3315,0.1723,0.0189,0.0699,0.2329,3.0986,2.5064,0.0117,0.1381,0.0,2.9488,3.0986,9595.52,0.0003,under,0.0043,0.396,0.3052,0,USD,team=BI;bu=Engineering;env=dev;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,GCP,acct-008,project-010,prod,Marketing,WebApps,CC-1004,eu-central-1,Analytics,BlockStorage,168.3945,query-hours,25.2592,0.0047,0.116,0.1536,3.8807,21.3785,18.7979,0.728,0.011,0.0,20.6395,21.3785,57350.03,0.0004,under,-0.2219,0.0034,0.2206,0,USD,team=WebApps;bu=Marketing;env=prod;provider=GCP;service=Analytics
2023-02-01,2023,2,1,2,1,0,AWS,acct-008,project-011,prod,HR,DataPlatform,CC-1007,eu-central-1,Compute,RDS,40.5741,vCPU-hours,5.6804,0.0641,0.1124,0.1413,0.8024,4.8779,4.0174,0.0855,0.0594,0.0,4.7331,4.8779,47894.84,0.0001,under,0.0917,0.4439,0.3585,0,USD,team=DataPlatform;bu=HR;env=prod;provider=AWS;service=Compute
